#,blue value,green value,red value,concentration,contaminant_type
,[0.697695216265493],[0.26975728378348585],[0.03254749995102114],74.50%,Hand Soap
,[0.7003126504598869],[0.2697640881804483],[0.02992326135966491],74.50%,Hand Soap
,[0.7017454687829073],[0.26996704073500605],[0.02828749048208666],74.50%,Hand Soap
,[0.70297096978652],[0.2699321555233765],[0.027096874690103558],74.50%,Hand Soap
,[0.7015405540869498],[0.27056725001059717],[0.027892195902453103],74.50%,Hand Soap
,[0.7010310704345847],[0.2705874273527163],[0.028381502212698986],74.50%,Hand Soap
,[0.6986195174408554],[0.26994686709384047],[0.03143361546530424],74.50%,Hand Soap
,[0.7013791644339611],[0.2703824808394493],[0.028238354726589716],74.50%,Hand Soap
,[0.7012350482792657],[0.27008147444738295],[0.028683477273351233],74.50%,Hand Soap
,[0.7010917785861351],[0.2701644561686088],[0.028743765245256004],74.50%,Hand Soap
,[0.7016333426936384],[0.2702410874289205],[0.028125569877441085],74.50%,Hand Soap
,[0.7013362990584523],[0.27037379454572685],[0.028289906395820987],74.50%,Hand Soap
,[0.7026351217825224],[0.27049887548404505],[0.026866002733432502],74.50%,Hand Soap
,[0.7016986677026299],[0.26975358927736137],[0.02854774302000871],74.50%,Hand Soap
,[0.7016909902561181],[0.27057187995783727],[0.027737129786044548],74.50%,Hand Soap
,[0.7019192428302525],[0.2699970439964711],[0.028083713173276296],74.50%,Hand Soap
,[0.702773956884734],[0.27041783794599206],[0.026808205169274037],74.50%,Hand Soap
,[0.7027192412155472],[0.27057188236928925],[0.026708876415163573],74.50%,Hand Soap
,[0.6822853355169403],[0.2949202005143562],[0.022794463968703473],25.10%,Bath Soak
,[0.6840688133706584],[0.2951898205147985],[0.02074136611454322],25.10%,Bath Soak
,[0.6827216691150815],[0.29513231923528815],[0.022146011649630384],25.10%,Bath Soak
,[0.6838014805848601],[0.2950355986405018],[0.021162920774637974],25.10%,Bath Soak
,[0.6817458046440056],[0.29507404496429795],[0.023180150391696363],25.10%,Bath Soak
,[0.6827093950132517],[0.295366508865965],[0.021924096120783422],25.10%,Bath Soak
,[0.6821721249081135],[0.2949547909545571],[0.022873084137329476],25.10%,Bath Soak
,[0.6834560773376434],[0.2950572974412917],[0.021486625221064915],25.10%,Bath Soak
,[0.6801364222954115],[0.2951238695551582],[0.024739708149430273],25.10%,Bath Soak
,[0.681914041062688],[0.2954293477435448],[0.022656611193767173],25.10%,Bath Soak
,[0.6798668096815178],[0.2943887636576617],[0.02574442666082033],25.10%,Bath Soak
,[0.6815413224633465],[0.2951517062764425],[0.023306971260210967],25.10%,Bath Soak
,[0.6800445384068782],[0.294817756145613],[0.025137705447508946],25.10%,Bath Soak
,[0.678880751085997],[0.2948250102606558],[0.026294238653347242],25.10%,Bath Soak
,[0.675543115165108],[0.2949850287278953],[0.02947185610699667],25.10%,Bath Soak
,[0.6755676772314397],[0.2947937227030508],[0.02963860006550945],25.10%,Bath Soak
,[0.6761284070457898],[0.2952007454478177],[0.028670847506392455],25.10%,Bath Soak
,[0.6725822156959653],[0.29231555383719143],[0.03510223046684313],25.10%,Bath Soak
,[0.6771089345666378],[0.29464287589224536],[0.02824818954111676],25.10%,Bath Soak
,[0.6801732229800347],[0.29483913233542963],[0.024987644684535657],25.10%,Bath Soak
,[0.682180620006036],[0.2953066501760676],[0.02251272981789652],25.10%,Bath Soak
,[0.6808759291909517],[0.2954214991487483],[0.023702571660299845],25.10%,Bath Soak
,[0.6805320777050317],[0.2944674126431569],[0.02500050965181142],25.10%,Bath Soak
,[0.6813754408058303],[0.29445571852477864],[0.024168840669391033],25.10%,Bath Soak
,[0.6830853960844638],[0.29448442468863095],[0.022430179226905135],25.10%,Bath Soak
,[0.6834832696023672],[0.29504144822062767],[0.02147528217700512],25.10%,Bath Soak
,[0.6821523676714962],[0.29408518791501076],[0.02376244441349291],25.10%,Bath Soak
,[0.6817966106334188],[0.29459785491186746],[0.023605534454713917],25.10%,Bath Soak
,[0.6830552872065313],[0.29424812286460095],[0.02269658992886781],25.10%,Bath Soak
,[0.6829483359171756],[0.29560824310086753],[0.021443420981956753],25.10%,Bath Soak
,[0.6848762273183552],[0.29492685726612927],[0.02019691541551563],25.10%,Bath Soak
,[0.6843694405432214],[0.29530407993560914],[0.020326479521169664],25.10%,Bath Soak
,[0.6843636271083399],[0.2961188593385765],[0.01951751355308368],25.10%,Bath Soak
,[0.681078337169251],[0.2952110446483003],[0.023710618182448767],25.10%,Bath Soak
,[0.6833491545149969],[0.29468685365222336],[0.02196399183277974],25.10%,Bath Soak
,[0.6794965302029546],[0.2949519135173246],[0.025551556279720805],25.10%,Bath Soak
,[0.6836857864878328],[0.2957928276113459],[0.020521385900821334],25.10%,Bath Soak
,[0.6821805629082623],[0.29400205794231454],[0.023817379149423078],25.10%,Bath Soak
,[0.6809109228766627],[0.29462525117760047],[0.024463825945736883],25.10%,Bath Soak
,[0.6808876017623484],[0.29374086765817903],[0.02537153057947256],25.10%,Bath Soak
,[0.6814775686741995],[0.29461477246569556],[0.02390765886010486],25.10%,Bath Soak
,[0.6814398522511667],[0.29428719283637117],[0.024272954912462237],25.10%,Bath Soak
,[0.6822145584767362],[0.29347033902986414],[0.024315102493399732],25.10%,Bath Soak
,[0.6833667372901071],[0.29458472435987526],[0.022048538350017674],25.10%,Bath Soak
,[0.6836370345486962],[0.2939140760772644],[0.022448889374039365],25.10%,Bath Soak
,[0.6808392826235554],[0.29406328490274625],[0.025097432473698233],25.10%,Bath Soak
,[0.6807530631888917],[0.29453827697867485],[0.024708659832433304],25.10%,Bath Soak
,[0.6795816533157236],[0.2932429919040722],[0.027175354780204292],25.10%,Bath Soak
,[0.681743108345904],[0.2946487945018634],[0.023608097152232495],25.10%,Bath Soak
,[0.6794275873503781],[0.29331852357907834],[0.027253889070543644],25.10%,Bath Soak
,[0.6800061982545256],[0.29402739904274955],[0.025966402702724756],25.10%,Bath Soak
,[0.6798437363035491],[0.29401559927246546],[0.026140664423985507],25.10%,Bath Soak
,[0.6802996460324977],[0.2947267633852571],[0.024973590582245058],25.10%,Bath Soak
,[0.6807088021226236],[0.2936158016158568],[0.02567539626151948],25.10%,Bath Soak
,[0.6828210894571365],[0.2947106876732567],[0.02246822286960684],25.10%,Bath Soak
,[0.6821096136857496],[0.29468927278884294],[0.023201113525407262],25.10%,Bath Soak
,[0.5760078514096315],[0.32957263026716],[0.09441951832320845],49.80%,Bath Soak
,[0.5739641300846432],[0.33783139741779283],[0.08820447249756395],49.80%,Bath Soak
,[0.5789349605865841],[0.3266057936506773],[0.09445924576273862],49.80%,Bath Soak
,[0.5783860467075118],[0.3292392448377516],[0.09237470845473662],49.80%,Bath Soak
,[0.5769668066755067],[0.332036256643594],[0.09099693668089932],49.80%,Bath Soak
,[0.5753834204643274],[0.33433764903561186],[0.09027893050006061],49.80%,Bath Soak
,[0.5736960434914443],[0.3346509263535321],[0.09165303015502368],49.80%,Bath Soak
,[0.5771137279210041],[0.3302232128966308],[0.09266305918236509],49.80%,Bath Soak
,[0.5772366714029776],[0.3315089703900478],[0.0912543582069745],49.80%,Bath Soak
,[0.5750972723722622],[0.3337001986599376],[0.09120252896780011],49.80%,Bath Soak
,[0.5734541802607777],[0.33582163612737104],[0.09072418361185126],49.80%,Bath Soak
,[0.5768285157489268],[0.33230486912297996],[0.09086661512809323],49.80%,Bath Soak
,[0.5771482574436231],[0.33706924758616164],[0.0857824949702153],49.80%,Bath Soak
,[0.5753664056936122],[0.33789322356811763],[0.08674037073827028],49.80%,Bath Soak
,[0.5765128761164678],[0.3367866629782212],[0.08670046090531094],49.80%,Bath Soak
,[0.5753764895309945],[0.3411783845669582],[0.08344512590204729],49.80%,Bath Soak
,[0.5778258447960977],[0.3390252453592041],[0.08314890984469826],49.80%,Bath Soak
,[0.5719243504508393],[0.33899652977273453],[0.0890791197764261],49.80%,Bath Soak
,[0.5775560899029883],[0.3281464657650057],[0.09429744433200592],49.80%,Bath Soak
,[0.5696219583107928],[0.33814615187496916],[0.09223188981423805],49.80%,Bath Soak
,[0.5707763216127054],[0.33983129481171753],[0.0893923835755771],49.80%,Bath Soak
,[0.5698846348412445],[0.3376934990470589],[0.0924218661116966],49.80%,Bath Soak
,[0.5694764598809776],[0.337769663682097],[0.09275387643692543],49.80%,Bath Soak
,[0.5712898731288473],[0.33435867894585714],[0.0943514479252955],49.80%,Bath Soak
,[0.5733312253052715],[0.332270207781532],[0.0943985669131966],49.80%,Bath Soak
,[0.569621650600724],[0.3395253641612915],[0.09085298523798467],49.80%,Bath Soak
,[0.5704643934759481],[0.3396048407758936],[0.08993076574815813],49.80%,Bath Soak
,[0.5720928309143666],[0.33404141012332644],[0.09386575896230684],49.80%,Bath Soak
,[0.5720932053232813],[0.33437013357988643],[0.09353666109683234],49.80%,Bath Soak
,[0.5727123447139317],[0.33448265100226254],[0.09280500428380568],49.80%,Bath Soak
,[0.576349635833085],[0.3303057422787237],[0.09334462188819138],49.80%,Bath Soak
,[0.5801710061447879],[0.32729306033952354],[0.09253593351568859],49.80%,Bath Soak
,[0.5744696165168953],[0.3325346272662501],[0.09299575621685466],49.80%,Bath Soak
,[0.5704617099025883],[0.33674613939053033],[0.0927921507068813],49.80%,Bath Soak
,[0.5710075833507872],[0.33549101004766996],[0.09350140660154296],49.80%,Bath Soak
,[0.5712637764742091],[0.33615857193767495],[0.09257765158811598],49.80%,Bath Soak
,[0.5721927491185056],[0.3354538595579105],[0.09235339132358387],49.80%,Bath Soak
,[0.5769048801016758],[0.33097134320491045],[0.09212377669341369],49.80%,Bath Soak
,[0.5746450827382676],[0.3320235676828993],[0.09333134957883311],49.80%,Bath Soak
,[0.5717400779055831],[0.3359238727323739],[0.09233604936204291],49.80%,Bath Soak
,[0.5697008519757257],[0.33662223955135034],[0.09367690847292401],49.80%,Bath Soak
,[0.5709641747542706],[0.33928250956445066],[0.08975331568127871],49.80%,Bath Soak
,[0.5707430046657073],[0.3378020891240411],[0.09145490621025175],49.80%,Bath Soak
,[0.5739166596526071],[0.3326243518119067],[0.09345898853548618],49.80%,Bath Soak
,[0.5752138705248383],[0.332689261933351],[0.09209686754181075],49.80%,Bath Soak
,[0.5740568105590688],[0.3356650849412204],[0.09027810449971087],49.80%,Bath Soak
,[0.572301502564276],[0.3343891767527405],[0.09330932068298341],49.80%,Bath Soak
,[0.569130639279786],[0.3394949115993035],[0.0913744491209104],49.80%,Bath Soak
,[0.5730076760638506],[0.3342238871463009],[0.09276843678984849],49.80%,Bath Soak
,[0.5759380804274528],[0.3328860950721613],[0.091175824500386],49.80%,Bath Soak
,[0.5714481894338092],[0.33475386553827835],[0.09379794502791258],49.80%,Bath Soak
,[0.5730522500899674],[0.33625709888643485],[0.09069065102359779],49.80%,Bath Soak
,[0.5724508645156638],[0.3395322499226975],[0.0880168855616387],49.80%,Bath Soak
,[0.5726068703909281],[0.3346516662991722],[0.09274146330989985],49.80%,Bath Soak
,[0.576089991607402],[0.33117281072760957],[0.09273719766498831],49.80%,Bath Soak
,[0.5723662685956474],[0.33656896402561803],[0.09106476737873462],49.80%,Bath Soak
,[0.573643549368623],[0.33523858481690166],[0.09111786581447538],49.80%,Bath Soak
,[0.6322697302146977],[0.30739439555089365],[0.06033587423440872],74.60%,Bath Soak
,[0.6294418399354157],[0.3060201266239364],[0.06453803344064796],74.60%,Bath Soak
,[0.631730642658391],[0.3079699575592593],[0.06029939978234974],74.60%,Bath Soak
,[0.6296066103932167],[0.3089011397500316],[0.06149224985675172],74.60%,Bath Soak
,[0.6284303510454795],[0.3073990147201265],[0.06417063423439408],74.60%,Bath Soak
,[0.628887365048047],[0.30913284421153464],[0.06197979074041836],74.60%,Bath Soak
,[0.6300729451276251],[0.30740104081214426],[0.06252601406023063],74.60%,Bath Soak
,[0.6291732766826613],[0.3076714572591632],[0.06315526605817551],74.60%,Bath Soak
,[0.6288916898933087],[0.3071877425459205],[0.06392056756077091],74.60%,Bath Soak
,[0.6313602250281665],[0.30895969956757025],[0.0596800754042632],74.60%,Bath Soak
,[0.6285457973024783],[0.3063930387230099],[0.06506116397451193],74.60%,Bath Soak
,[0.6287952068323251],[0.3071587993645257],[0.06404599380314913],74.60%,Bath Soak
,[0.6279935931273791],[0.3074935483685142],[0.06451285850410661],74.60%,Bath Soak
,[0.6263656587743867],[0.3119283438495492],[0.06170599737606421],74.60%,Bath Soak
,[0.6279565713372443],[0.3081087300069453],[0.06393469865581047],74.60%,Bath Soak
,[0.6276532804667144],[0.30790685834061504],[0.06443986119267053],74.60%,Bath Soak
,[0.6290894141651772],[0.30646809984133583],[0.06444248599348712],74.60%,Bath Soak
,[0.6282620958525561],[0.3090120358561223],[0.06272586829132161],74.60%,Bath Soak
,[0.6289870528594151],[0.30866181614945465],[0.06235113099113036],74.60%,Bath Soak
,[0.6293392825397255],[0.3076220693027385],[0.06303864815753607],74.60%,Bath Soak
,[0.6271507096143728],[0.30834698543819783],[0.06450230494742921],74.60%,Bath Soak
,[0.6274929730080859],[0.3062756309706782],[0.06623139602123583],74.60%,Bath Soak
,[0.625595100209881],[0.3067602908090966],[0.06764460898102255],74.60%,Bath Soak
,[0.6257786177760319],[0.30823368315315597],[0.06598769907081205],74.60%,Bath Soak
,[0.6264350083552535],[0.3074732485505373],[0.06609174309420922],74.60%,Bath Soak
,[0.6264480262801135],[0.30950758405531104],[0.06404438966457539],74.60%,Bath Soak
,[0.6262303701951325],[0.3072254476869468],[0.06654418211792049],74.60%,Bath Soak
,[0.6257045729897458],[0.30708651892414773],[0.06720890808610651],74.60%,Bath Soak
,[0.6263279726569428],[0.30790275249601207],[0.06576927484704508],74.60%,Bath Soak
,[0.6241384410633728],[0.30782704581585096],[0.0680345131207762],74.60%,Bath Soak
,[0.6249304674486541],[0.30803161336077467],[0.0670379191905713],74.60%,Bath Soak
,[0.6261768500006143],[0.30912937055488154],[0.0646937794445042],74.60%,Bath Soak
,[0.6261693861799643],[0.3073078274286478],[0.06652278639138778],74.60%,Bath Soak
,[0.6256935098608969],[0.3068548457924069],[0.0674516443466962],74.60%,Bath Soak
,[0.62533735174651],[0.30744367077167384],[0.06721897748181623],74.60%,Bath Soak
,[0.6265486219188767],[0.3081969537274722],[0.06525442435365122],74.60%,Bath Soak
,[0.6257241486252983],[0.3066239292625631],[0.06765192211213873],74.60%,Bath Soak
,[0.6253088206471449],[0.3072113304600785],[0.06747984889277663],74.60%,Bath Soak
,[0.6254102852323501],[0.3043438986764294],[0.07024581609122037],74.60%,Bath Soak
,[0.6249940469665143],[0.30491388070965286],[0.07009207232383273],74.60%,Bath Soak
,[0.6242601381617516],[0.30854774536064633],[0.067192116477602],74.60%,Bath Soak
,[0.6247393586062168],[0.3053031017375212],[0.06995753965626204],74.60%,Bath Soak
,[0.624759912152393],[0.3067708268079203],[0.06846926103968673],74.60%,Bath Soak
,[0.6247286142284527],[0.30660638865463724],[0.06866499711690997],74.60%,Bath Soak
,[0.6240683261648533],[0.306585152132492],[0.06934652170265465],74.60%,Bath Soak
,[0.6235861033109505],[0.3063482309456755],[0.07006566574337397],74.60%,Bath Soak
,[0.6256151673383807],[0.3052494363920251],[0.0691353962695941],74.60%,Bath Soak
,[0.6254355409405726],[0.30461183720038715],[0.06995262185904026],74.60%,Bath Soak
,[0.6262657142238788],[0.30468865523344507],[0.06904563054267626],74.60%,Bath Soak
,[0.6264387283813756],[0.30489755751840714],[0.06866371410021717],74.60%,Bath Soak
,[0.626008142172573],[0.30626379270486265],[0.06772806512256434],74.60%,Bath Soak
,[0.6257663784543468],[0.30673761239493],[0.06749600915072321],74.60%,Bath Soak
,[0.6262243423960716],[0.30660297938681624],[0.06717267821711202],74.60%,Bath Soak
,[0.6266418392818676],[0.31025849395463534],[0.06309966676349711],74.60%,Bath Soak
,[0.6284382068243586],[0.307753975769474],[0.06380781740616746],74.60%,Bath Soak
,[0.6282237122273406],[0.3068487533947837],[0.06492753437787573],74.60%,Bath Soak
,[0.6291640506428804],[0.30776353783456084],[0.06307241152255878],74.60%,Bath Soak
,[0.649847202977519],[0.24755826575605966],[0.10259453126642135],25.50%,Shampoo
,[0.6519641546231247],[0.24758554744516445],[0.10045029793171084],25.50%,Shampoo
,[0.6563013985084285],[0.2496870337564155],[0.09401156773515613],25.50%,Shampoo
,[0.6515566118592685],[0.24799657489972884],[0.10044681324100259],25.50%,Shampoo
,[0.6516058485688714],[0.24897433162163266],[0.09941981980949603],25.50%,Shampoo
,[0.6498747670248042],[0.24838318419022004],[0.10174204878497589],25.50%,Shampoo
,[0.6568906203276822],[0.2499179521461738],[0.09319142752614401],25.50%,Shampoo
,[0.6546322744802767],[0.24866411517471917],[0.09670361034500417],25.50%,Shampoo
,[0.6524857739725614],[0.2497685873468901],[0.0977456386805486],25.50%,Shampoo
,[0.653760510940859],[0.24970333956570645],[0.0965361494934346],25.50%,Shampoo
,[0.6513779507776716],[0.25014228087052875],[0.09847976835179967],25.50%,Shampoo
,[0.6506517934703194],[0.25009004674106905],[0.09925815978861151],25.50%,Shampoo
,[0.6528651239604718],[0.25118563277621275],[0.09594924326331558],25.50%,Shampoo
,[0.6490567281472056],[0.2498957401478056],[0.10104753170498884],25.50%,Shampoo
,[0.6490521659918522],[0.2502164928988178],[0.10073134110932995],25.50%,Shampoo
,[0.6480085255943775],[0.2503209953939631],[0.10167047901165943],25.50%,Shampoo
,[0.6482432644946892],[0.2505415812613586],[0.10121515424395222],25.50%,Shampoo
,[0.646367725264864],[0.25037011386440855],[0.10326216087072748],25.50%,Shampoo
,[0.6460617025373896],[0.24821325886047915],[0.1057250386021313],25.50%,Shampoo
,[0.6498311203409868],[0.25041692804304777],[0.09975195161596556],25.50%,Shampoo
,[0.6486328608587899],[0.25046405315010195],[0.10090308599110816],25.50%,Shampoo
,[0.6437676589161283],[0.2503132593732556],[0.10591908171061609],25.50%,Shampoo
,[0.6477914440210808],[0.2501398440490298],[0.10206871192988949],25.50%,Shampoo
,[0.6474007433804608],[0.25038451516780624],[0.10221474145173289],25.50%,Shampoo
,[0.6444613402757503],[0.2500996763839649],[0.10543898334028481],25.50%,Shampoo
,[0.6450659575100097],[0.2498911214219054],[0.10504292106808494],25.50%,Shampoo
,[0.644239796027691],[0.2503909915868053],[0.10536921238550362],25.50%,Shampoo
,[0.6462221801801891],[0.2506237015388773],[0.10315411828093357],25.50%,Shampoo
,[0.6434267454202972],[0.2504975041865179],[0.10607575039318486],25.50%,Shampoo
,[0.6405875573487428],[0.2499086776504968],[0.10950376500076035],25.50%,Shampoo
,[0.6401103728571488],[0.25022210909048914],[0.10966751805236206],25.50%,Shampoo
,[0.6428312659700415],[0.25096686027987697],[0.10620187375008155],25.50%,Shampoo
,[0.6419842864022002],[0.24659357744363825],[0.11142213615416148],25.50%,Shampoo
,[0.6439240934172454],[0.250033589664322],[0.1060423169184325],25.50%,Shampoo
,[0.6447184170590232],[0.2501864531047778],[0.10509512983619888],25.50%,Shampoo
,[0.6466701570498502],[0.25004621033649216],[0.10328363261365774],25.50%,Shampoo
,[0.6449294202915935],[0.2500915503817397],[0.10497902932666675],25.50%,Shampoo
,[0.6422688048450198],[0.25001105894896003],[0.10772013620602011],25.50%,Shampoo
,[0.6371226627133962],[0.2463623626734141],[0.1165149746131897],25.50%,Shampoo
,[0.6402484189873718],[0.25065693585046717],[0.109094645162161],25.50%,Shampoo
,[0.644619291743936],[0.25048907397747744],[0.10489163427858658],25.50%,Shampoo
,[0.6443774441439344],[0.2505736353075071],[0.10504892054855851],25.50%,Shampoo
,[0.6447769698952264],[0.24786326415138896],[0.1073597659533847],25.50%,Shampoo
,[0.6442046770277376],[0.24884031783889524],[0.10695500513336714],25.50%,Shampoo
,[0.6455222470926126],[0.24856594133933493],[0.10591181156805236],25.50%,Shampoo
,[0.6457930324963066],[0.24885921280785148],[0.10534775469584193],25.50%,Shampoo
,[0.6468541546111002],[0.24876850184596172],[0.10437734354293807],25.50%,Shampoo
,[0.6469678486713331],[0.24810812341107608],[0.10492402791759099],25.50%,Shampoo
,[0.6471979800902103],[0.2479185265832539],[0.10488349332653586],25.50%,Shampoo
,[0.6469420400776226],[0.248274896120179],[0.10478306380219843],25.50%,Shampoo
,[0.6462485621578717],[0.24897880695038405],[0.1047726308917441],25.50%,Shampoo
,[0.647412097313818],[0.2496548041521939],[0.10293309853398802],25.50%,Shampoo
,[0.6545529149405952],[0.24950639328213448],[0.09594069177727026],25.50%,Shampoo
,[0.6158234709786355],[0.3502380815287342],[0.033938447492630204],50.00%,Shampoo
,[0.6130974941476269],[0.35206828722120975],[0.034834218631163254],50.00%,Shampoo
,[0.6118297187447141],[0.3517005391961763],[0.036469742059109495],50.00%,Shampoo
,[0.6100850946039726],[0.3505606511299276],[0.039354254266099634],50.00%,Shampoo
,[0.6100947387642355],[0.3497525803870635],[0.040152680848700995],50.00%,Shampoo
,[0.6112726679562802],[0.35009027830202905],[0.03863705374169073],50.00%,Shampoo
,[0.6112400704135437],[0.3490270222418969],[0.0397329073445593],50.00%,Shampoo
,[0.6114307554446139],[0.34927670882632467],[0.03929253572906151],50.00%,Shampoo
,[0.6114250906547944],[0.3485542110006686],[0.04002069834453696],50.00%,Shampoo
,[0.6120488840065712],[0.34880440352645253],[0.03914671246697615],50.00%,Shampoo
,[0.6090609687320487],[0.3460544328827571],[0.0448845983851942],50.00%,Shampoo
,[0.6077074269399967],[0.3469264203264499],[0.04536615273355337],50.00%,Shampoo
,[0.6103133527785221],[0.3399140916277063],[0.0497725555937717],50.00%,Shampoo
,[0.6078786841659182],[0.34412833413498284],[0.04799298169909904],50.00%,Shampoo
,[0.6074133056399679],[0.3474902117865614],[0.045096482573470806],50.00%,Shampoo
,[0.6099493988750706],[0.34778069810243645],[0.04226990302249296],50.00%,Shampoo
,[0.6121607809349549],[0.34853042425015085],[0.03930879481489434],50.00%,Shampoo
,[0.6125567267344347],[0.34741810896610464],[0.0400251642994606],50.00%,Shampoo
,[0.6094615467153555],[0.34713937477279366],[0.04339907851185091],50.00%,Shampoo
,[0.6099681979830756],[0.3470846301766709],[0.04294717184025364],50.00%,Shampoo
,[0.6113382937663588],[0.3483794830838532],[0.04028222314978794],50.00%,Shampoo
,[0.6098412881082399],[0.3467771225479967],[0.043381589343763446],50.00%,Shampoo
,[0.6109642951830132],[0.3438514265721209],[0.04518427824486592],50.00%,Shampoo
,[0.6094315599640021],[0.35083016601824285],[0.03973827401775504],50.00%,Shampoo
,[0.6091255361007724],[0.3470132514529511],[0.043861212446276575],50.00%,Shampoo
,[0.6138121891911817],[0.3445353972294718],[0.04165241357934645],50.00%,Shampoo
,[0.6117737188254433],[0.3467638182256224],[0.04146246294893425],50.00%,Shampoo
,[0.6118426799984322],[0.34754038948437643],[0.04061693051719138],50.00%,Shampoo
,[0.6127726364183638],[0.3471820341638986],[0.040045329417737696],50.00%,Shampoo
,[0.6079445521325108],[0.34903128431626285],[0.04302416355122633],50.00%,Shampoo
,[0.6132681486528901],[0.3470727193106817],[0.03965913203642817],50.00%,Shampoo
,[0.6076677714322942],[0.35112715093060437],[0.04120507763710148],50.00%,Shampoo
,[0.6098630417223798],[0.3522197537041566],[0.03791720457346364],50.00%,Shampoo
,[0.6118892378329435],[0.34679906487840007],[0.04131169728865645],50.00%,Shampoo
,[0.6110061398715356],[0.347444045189082],[0.041549814939382354],50.00%,Shampoo
,[0.6125469516839194],[0.3487053092640289],[0.03874773905205179],50.00%,Shampoo
,[0.6123313877523977],[0.3488051427239822],[0.038863469523620006],50.00%,Shampoo
,[0.6113586435568676],[0.3465620895209943],[0.04207926692213805],50.00%,Shampoo
,[0.61009627765525],[0.34745743899072],[0.042446283354029946],50.00%,Shampoo
,[0.613540058418251],[0.34740876767951145],[0.03905117390223747],50.00%,Shampoo
,[0.6115443064077677],[0.3475119933715507],[0.04094370022068162],50.00%,Shampoo
,[0.6108136725208204],[0.349303419384244],[0.039882908094935686],50.00%,Shampoo
,[0.6095794470925322],[0.3534532847767605],[0.036967268130707324],50.00%,Shampoo
,[0.610874361693234],[0.3473664593371724],[0.041759178969593656],50.00%,Shampoo
,[0.612147559395082],[0.3479616079560248],[0.03989083264889326],50.00%,Shampoo
,[0.6114323307415795],[0.3478031345730124],[0.04076453468540818],50.00%,Shampoo
,[0.6088938100268106],[0.34847131053795255],[0.04263487943523682],50.00%,Shampoo
,[0.6088166370722433],[0.35295627144694147],[0.03822709148081512],50.00%,Shampoo
,[0.6084380896106782],[0.35296988909699145],[0.03859202129233026],50.00%,Shampoo
,[0.6125615627183857],[0.3512607067322963],[0.036177730549317964],50.00%,Shampoo
,[0.6121070979825466],[0.3480529268994204],[0.03983997511803293],50.00%,Shampoo
,[0.6123910699225993],[0.34670881369176115],[0.04090011638563951],50.00%,Shampoo
,[0.6255582943126243],[0.3304291918489608],[0.04401251383841479],75.40%,Shampoo
,[0.6261145565606592],[0.3313491630237287],[0.04253628041561209],75.40%,Shampoo
,[0.6266845955387205],[0.3320187193553312],[0.04129668510594837],75.40%,Shampoo
,[0.6338499361546753],[0.333975310108602],[0.03217475373672273],75.40%,Shampoo
,[0.6345334105950143],[0.3333192992049283],[0.032147290200057306],75.40%,Shampoo
,[0.6365103775847913],[0.33226840895565435],[0.0312212134595543],75.40%,Shampoo
,[0.6348989264768898],[0.33387895650941224],[0.031222117013697922],75.40%,Shampoo
,[0.6350920157802612],[0.3331649821172289],[0.031743002102509806],75.40%,Shampoo
,[0.6261120572516052],[0.3297065311695206],[0.044181411578874084],75.40%,Shampoo
,[0.624076680084285],[0.33189878314442894],[0.04402453677128606],75.40%,Shampoo
,[0.6244499649249707],[0.3311135373196616],[0.04443649775536764],75.40%,Shampoo
,[0.6246901091958589],[0.33176786461887997],[0.0435420261852611],75.40%,Shampoo
,[0.6243764667787189],[0.33182822143097407],[0.04379531179030711],75.40%,Shampoo
,[0.6252210450623112],[0.3301632283441816],[0.04461572659350718],75.40%,Shampoo
,[0.6246529238779565],[0.3306665715439905],[0.04468050457805307],75.40%,Shampoo
,[0.6266561170583655],[0.327528140805403],[0.04581574213623135],75.40%,Shampoo
,[0.6263462756850408],[0.33143725971658966],[0.04221646459836957],75.40%,Shampoo
,[0.6257509742488008],[0.33162826203530604],[0.04262076371589308],75.40%,Shampoo
,[0.6253164325989242],[0.3309166747772398],[0.043766892623836096],75.40%,Shampoo
,[0.6256950498515024],[0.33189711364578867],[0.04240783650270903],75.40%,Shampoo
,[0.6251873097997785],[0.33147991879305316],[0.043332771407168215],75.40%,Shampoo
,[0.625177452547352],[0.33122209844752754],[0.04360044900512053],75.40%,Shampoo
,[0.6259658932251719],[0.32992473688243457],[0.044109369892393474],75.40%,Shampoo
,[0.6264253820827461],[0.33040058496113395],[0.04317403295612004],75.40%,Shampoo
,[0.6268385436946105],[0.33023723404350375],[0.04292422226188589],75.40%,Shampoo
,[0.6262057273449878],[0.33019900789560047],[0.043595264759411674],75.40%,Shampoo
,[0.6253408774419084],[0.33074386353403745],[0.0439152590240541],75.40%,Shampoo
,[0.6258587943937072],[0.3309758620032195],[0.043165343603073406],75.40%,Shampoo
,[0.6257266129083804],[0.3304681071314238],[0.043805279960195675],75.40%,Shampoo
,[0.6251999709462834],[0.3304505816719547],[0.04434944738176186],75.40%,Shampoo
,[0.6253036760791157],[0.33030827993016565],[0.04438804399071854],75.40%,Shampoo
,[0.6256063060805652],[0.32932694142514635],[0.04506675249428839],75.40%,Shampoo
,[0.6260106187517666],[0.3289837403789335],[0.045005640869299875],75.40%,Shampoo
,[0.6256040516419602],[0.33006876600979573],[0.044327182348244044],75.40%,Shampoo
,[0.625452375718275],[0.3302409140009433],[0.04430671028078176],75.40%,Shampoo
,[0.6252128815057216],[0.330020582973341],[0.04476653552093736],75.40%,Shampoo
